component,eigenvalue,variance_pct,cumulative_variance_pct
PC1,1.5673192121251456,31.34638424250293,31.34638424250293
PC2,1.187147607637982,23.742952152759656,55.089336395262585
PC3,1.0784448958430857,21.568897916861722,76.6582343121243
PC4,0.7179925321966956,14.359850643933918,91.01808495605823
PC5,0.4490957521970883,8.98191504394177,100
