variable,PC1,PC2,PC3,PC4
intensidad,0.6336674837085687,0.3588043796023904,0.6281213430645599,-0.2742052436686462
ocupacion,0.6273512328640724,0.3488355271836411,-0.6594969697601571,-0.2231769532805869
hour_sin,0.16918366290226344,-0.8513053100699128,-0.019306428322256673,-0.4962695024673346
hour_cos,-0.6986268388318793,0.43253150181172656,-0.027171155374801404,-0.5692967313447974
