variable,PC1,PC2,PC3,PC4
intensidad,30.609273766197653,11.077021566049819,47.50110421511546,10.812600452637025
ocupacion,30.002102678181984,10.47005465839552,52.36513324179942,7.162709421623033
hour_sin,2.1819612231323084,62.355995212796664,0.04487665499282903,35.41716690907819
hour_cos,37.206662332488044,16.096928562757988,0.08888588809224791,46.60752321666172
