variable,PC1,PC2,PC3,PC4,PC5
intensidad,-0.8714255648521696,-0.11715360165338273,0.026672986786844075,-0.021008536711862594,0.4751207338169985
ocupacion,-0.330011243778527,0.2777703003557041,-0.7749092638357118,0.44693590791690524,-0.11704770931610925
hour_sin,0.06561162257642596,0.6714447661406318,0.5660830299524358,0.4637403086008568,0.09670558610490076
hour_cos,0.3256303963634935,-0.7626217585246414,0.08384642249418685,0.5409017561411027,0.11299542480706455
vmed,-0.7672608656604445,-0.25265842741745564,0.3869998205107414,0.10084485201866566,-0.4330541973320609
