component,eigenvalue,variance_pct,cumulative_variance_pct
PC1,1.4475279055413166,28.95055811082629,28.95055811082629
PC2,1.160228144802547,23.20456289605091,52.155121006877195
PC3,0.86992818282917594,17.398563656583494,69.5536846634607
PC4,0.8304932770618625,16.609865541237227,86.16355020469791
PC5,0.6918224897651053,13.836449795302087,100
