variable,PC1,PC2,PC3,PC4
intensidad,32.92889894652893,7.04243321925693,49.785077672102915,10.243590162111248
ocupacion,33.757292252522845,5.800510552782679,50.18264753635193,10.259549658342571
hour_sin,0.1159729548458727,66.07825019500004,0.02067613619067872,33.78510071396341
hour_cos,33.197835846102365,21.07880603296035,0.011598655354508776,45.71175946558277
