variable,PC1,PC2,PC3,PC4
intensidad,0.40153447990954366,0.12874058282185452,0.3945364216132211,0.07518851565538058
ocupacion,0.3935695693760734,0.12168622502548938,0.4349362531228317,0.0498079524756055
hour_sin,0.028623111793026842,0.7247207309532337,3.7273817456243635e-4,0.24628341907917695
hour_cos,0.48807945993622254,0.18708350005950683,7.382716844015961e-4,0.32409876831986906
