variable,PC1,PC2,PC3,PC4,PC5
intensidad,26.647781560849698,2.430013796751222,18.112792692397893,45.544231792644005,7.265180157357147
ocupacion,27.457343048730188,1.753043948723763,9.88672139103583,53.98448555805221,6.918406053457993
hour_sin,0.42725953637106107,65.09072788215514,0.023283046797497094,0.013390017146524177,34.44533951752978
hour_cos,22.495202780078756,29.42420648247089,0.18938982229388118,0.013040501887768887,47.87816041326871
is_weekend,22.972413073970298,1.302007889898942,71.78781304747491,0.4448521302694592,3.492913858386398
