variable,PC1,PC2,PC3,PC4
intensidad,0.6584518395464604,0.28497533394769625,-0.6431030935979627,0.26767264530395024
ocupacion,0.6666827412390091,0.2586300675015255,0.6456658092278096,0.2678810809153929
hour_sin,0.039076330303828136,-0.8729214583421103,-0.013105865186830712,0.4861166570624412
hour_cos,-0.6611352256432041,0.493024959726481,0.009816006248085336,0.5654469458063788
