variable,PC1,PC2,PC3,PC4
intensidad,0.5738370757151278,0.26537583196773834,-0.7055854141923776,0.320056091366986
ocupacion,0.5810102602581373,0.24084249111779837,0.7083971169926648,0.32030531775702026
hour_sin,0.034054802135069395,-0.8128852944604179,-0.014379198931330883,0.5812495222704567
hour_cos,-0.5761756316098622,0.45911660864055387,0.010769705360179904,0.6761047216636101
