variable,PC1,PC2,PC3,PC4,PC5
intensidad,0.6210749345296369,0.16790980910147163,-0.39694872254309216,0.6150136446676446,-0.2241922171944169
ocupacion,0.6304385003714307,0.14261595031359933,-0.29327014123231404,-0.6695801096329368,-0.21877634472468188
hour_sin,-0.0786428701031286,-0.8690229827487894,0.014231858132820643,0.010545292418862264,-0.488160430041414
hour_cos,-0.5706350301635417,0.5842841132483775,0.040590090410647844,-0.010406752205805895,-0.5755274810335356
is_weekend,-0.5766559544667356,-0.12290753429370098,-0.7902546536001573,-0.06078212759318595,0.1554501965918319
