component,eigenvalue,variance_pct,cumulative_variance_pct
PC1,1.3166514486443814,32.916286216109455,32.916286216109455
PC2,1.1531659361218596,28.829148403046418,61.74543461915587
PC3,0.8307340438820299,20.768351097050697,82.51378571620657
PC4,0.6994485713517385,17.48621428379342,99.99999999999999
