variable,PC1,PC2,PC3,PC4
intensidad,0.5532564845186874,0.33282159734683414,0.6892104483763682,-0.32882518840011365
ocupacion,0.547741751906699,0.323574638350961,-0.7236375697944339,-0.26763238633661346
hour_sin,0.1477146310672138,-0.7896581235749852,-0.021184110789180893,-0.5951232385739796
hour_cos,-0.6099726414560578,0.40120977758222676,-0.029813736446854144,-0.682697028092709
