variable,PC1,PC2,PC3,PC4,PC5
intensidad,-0.6960678387670869,-0.10752347305327489,0.02568459193040042,-0.024793385914956348,0.7089808575193827
ocupacion,-0.26360279350391336,0.2549373385349458,-0.7461942070366161,0.5274548435340688,-0.17465999569191104
hour_sin,0.05240853856809009,0.6162514186502611,0.545106243228236,0.5472866860341469,0.14430523545616328
hour_cos,0.26010350783323416,-0.6999335824533544,0.08073940739360083,0.6383493608344216,0.16861312814510007
vmed,-0.6128642927998443,-0.23188968353256925,0.37265914561391655,0.11901282644895689,-0.6462086672376408
