variable,PC1,PC2,PC3,PC4,PC5
intensidad,0.5162148928580974,0.1558850152115726,-0.4255912674432817,0.6748646663787045,-0.26953998140085167
ocupacion,0.5239975481691702,0.13240256601455136,-0.31443157269962296,-0.7347413528450145,-0.26302863063662846
hour_sin,-0.06536509285322412,-0.8067882490601554,0.015258783305852761,0.011571524163447172,-0.5869015208493652
hour_cos,-0.47429107919165797,0.5424408399306867,0.04351894096756965,-0.011419501691303735,-0.6919404628526121
is_weekend,-0.47929545245047234,-0.1141055603333572,-0.8472768912668096,-0.06669723609486822,0.1868933882829031
