component,eigenvalue,variance_pct,cumulative_variance_pct
PC1,1.3118066210148722,32.79516552537173,32.79516552537173
PC2,1.1622310388600834,29.055775971502015,61.850941496873745
PC3,0.8305836845950205,20.764592114875462,82.61553361174921
PC4,0.6953786555300334,17.384466388250793,100
