variable,years_present,missing_pct_min,missing_pct_max,missing_pct_range,p50_min,p50_max,p50_range,mean_min,mean_max,mean_range,comparability_note
es_festivo,9,0,0,0,0,0,0,0.029573687182382836,0.04006910387873384,0.010495416696351002,Rare binary flag; temporal comparability depends more on coding and calendar composition than on continuous scale shifts.
hour_cos,9,0,0,0,-0.4999999999999998,-0.25881904510252063,0.24118095489747915,-0.2441536865643606,-0.16152200500148473,0.08263168156287587,"No obvious temporal breakdown from this screening alone, but yearly summaries should still be reviewed before committing to whole-period PCA."
hour_sin,9,0,0,0,-0.4999999999999997,-0.4999999999999997,0,-0.29859355545775934,-0.24282740761262359,0.055766147845135755,"No obvious temporal breakdown from this screening alone, but yearly summaries should still be reviewed before committing to whole-period PCA."
intensidad,9,10.661640326712098,29.993275050437123,19.331634723725024,1130,1522,392,1801.5283381364072,2393.5506072874496,592.0222691510423,Temporal coverage changes materially across years; consider a more comparable time segment before PCA.
is_weekend,9,0,0,0,0,0,0,0.20533957845433257,0.24882969237628177,0.04349011392194921,"No obvious temporal breakdown from this screening alone, but yearly summaries should still be reviewed before committing to whole-period PCA."
ocupacion,9,10.68097240346044,29.993275050437123,19.312302646976683,2.75,5.5,2.75,6.454432624113475,9.516328292450584,3.061895668337109,Temporal coverage changes materially across years; consider a more comparable time segment before PCA.
vmed,9,10.700304480208786,38.65105386416862,27.95074938395983,0,0,0,1.0129225561502218,6.357840509796915,5.344917953646694,Variable under review; inspect temporal behavior separately before using it outside sensitivity checks.
