variable,PC1,PC2,PC3,PC4,PC5
intensidad,0.3857340743009902,0.028193703992492457,0.1575682883285917,0.37824178312737733,0.05026215025054827
ocupacion,0.3974527027505787,0.020339309283851047,0.08600737573842147,0.4483375232160559,0.047863089011092874
hour_sin,0.006184701018057617,0.7552009445456098,2.02545785912735e-4,1.1120319219931497e-4,0.23830060545822052
hour_cos,0.32562433764974186,0.3413879249944383,0.0016475554395445444,1.0830049147304443e-4,0.3312318814248023
is_weekend,0.3325320898219427,0.015106261986157322,0.6245024175367063,0.003694467034754347,0.02416476362043925
