comparison_family,old_model,new_model,split,segment,metric,old_value,new_value,absolute_delta,relative_delta_pct,improvement_direction,improvement_label
poisson,poisson_a3,poisson_a4,validation,all,mean_poisson_deviance,0.2322983933514337,0.2265880583399169,-0.005710335011516798,-2.4581896280607896,lower_is_better,marginal
poisson,poisson_a3,poisson_a4,validation,all,mae,0.0638100220480892,0.0623153901259291,-0.0014946319221600946,-2.3423153200506563,lower_is_better,marginal
poisson,poisson_a3,poisson_a4,validation,all,rmse,0.2035085179028266,0.20302308784019438,-0.0004854300626322139,-0.2385305871393561,lower_is_better,marginal
poisson,poisson_a3,poisson_a4,validation,all,pearson_dispersion,1.4106772822603515,1.4490861563589548,0.038408874098603274,2.722725784387773,lower_is_better,marginal
poisson,poisson_a3,poisson_a4,validation,all,calibration_mean_abs_gap,0.0113382039196878,0.012426949181015346,0.0010887452613275467,9.602449109572248,lower_is_better,marginal
poisson,poisson_a3,poisson_a4,validation,all,calibration_max_abs_gap,0.0518451778803922,0.0421540631264445,-0.009691114753947704,-18.692412969062016,lower_is_better,marginal
poisson,poisson_a3,poisson_a4,validation,positive_obs,mean_poisson_deviance,4.724209965659249,4.642827362585778,-0.08138260307347078,-1.722671169678084,lower_is_better,marginal
poisson,poisson_a3,poisson_a4,validation,positive_obs,mae,0.9871503366322743,0.982200422599152,-0.004949914033122282,-0.5014346700229295,lower_is_better,marginal
poisson,poisson_a3,poisson_a4,validation,positive_obs,rmse,1.0223290245660892,1.0170557481393894,-0.0052732764266998355,-0.5158101061385781,lower_is_better,marginal
poisson,poisson_a3,poisson_a4,validation,positive_obs,predicted_mean,0.06697604032384906,0.07268880399078292,0.005712763666933865,8.529563168128416,contextual_readout,descriptive
poisson,poisson_a3,poisson_a4,validation,positive_obs,predicted_p95,0.19805199754117098,0.2053231036273572,0.007271106086186224,3.6713116638344987,contextual_readout,descriptive
poisson,poisson_a3,poisson_a4,validation,zero_obs,mean_poisson_deviance,0.0545423113695313,0.05182651569140261,-0.002715795678128685,-4.979245671729631,lower_is_better,marginal
poisson,poisson_a3,poisson_a4,validation,zero_obs,mae,0.02727115568476565,0.025913257845701306,-0.0013578978390643426,-4.979245671729631,lower_is_better,marginal
poisson,poisson_a3,poisson_a4,validation,zero_obs,rmse,0.041172797090666506,0.04376778672537952,0.002594989634713017,6.30267996852047,lower_is_better,marginal
poisson,poisson_a3,poisson_a4,validation,zero_obs,predicted_mean,0.02727115568476565,0.025913257845701306,-0.0013578978390643426,-4.979245671729631,contextual_readout,descriptive
poisson,poisson_a3,poisson_a4,validation,zero_obs,predicted_p95,0.07569393128758227,0.08421690713553975,0.008522975847957484,11.259787545683592,contextual_readout,descriptive
poisson,poisson_a3,poisson_a4,test,all,mean_poisson_deviance,0.2940897912443886,0.28923883400438855,-0.0048509572400000645,-1.649481683629378,lower_is_better,marginal
poisson,poisson_a3,poisson_a4,test,all,mae,0.074400694489292,0.07253655859257857,-0.0018641358967134286,-2.5055356129528086,lower_is_better,marginal
poisson,poisson_a3,poisson_a4,test,all,rmse,0.2362878015223155,0.23573821231465267,-0.0005495892076628206,-0.2325931360493514,lower_is_better,marginal
poisson,poisson_a3,poisson_a4,test,all,pearson_dispersion,1.984391044711888,2.0947207930137846,0.11032974830189657,5.559879369336463,lower_is_better,marginal
poisson,poisson_a3,poisson_a4,test,all,calibration_mean_abs_gap,0.0279141903715586,0.02945475436933977,0.001540563997781172,5.518927747053098,lower_is_better,marginal
poisson,poisson_a3,poisson_a4,test,all,calibration_max_abs_gap,0.1292756468436259,0.1189417639515982,-0.010333882892027718,-7.993681056206792,lower_is_better,marginal
poisson,poisson_a3,poisson_a4,test,positive_obs,mean_poisson_deviance,4.799922710841198,4.772481823030215,-0.027440887810983305,-0.571694368098986,lower_is_better,marginal
poisson,poisson_a3,poisson_a4,test,positive_obs,mae,0.9917606810995911,0.9889218105217686,-0.0028388705778225054,-0.28624552595440417,lower_is_better,marginal
poisson,poisson_a3,poisson_a4,test,positive_obs,rmse,1.0274928617741694,1.0242980997638034,-0.003194762010366059,-0.31092790317293995,lower_is_better,marginal
poisson,poisson_a3,poisson_a4,test,positive_obs,predicted_mean,0.06695171024399141,0.07038516209993649,0.0034334518559450827,5.1282511580848205,contextual_readout,descriptive
poisson,poisson_a3,poisson_a4,test,positive_obs,predicted_p95,0.20402626277576594,0.20409073125237082,6.446847660487864e-05,0.03159812649988713,contextual_readout,descriptive
poisson,poisson_a3,poisson_a4,test,zero_obs,mean_poisson_deviance,0.04900645747783371,0.04538422211738035,-0.003622235360453363,-7.3913429920776235,lower_is_better,material
poisson,poisson_a3,poisson_a4,test,zero_obs,mae,0.024503228738916857,0.022692111058690175,-0.0018111176802266815,-7.3913429920776235,lower_is_better,material
poisson,poisson_a3,poisson_a4,test,zero_obs,rmse,0.038004997990131906,0.039081845480613935,0.0010768474904820288,2.8334365147490206,lower_is_better,material
poisson,poisson_a3,poisson_a4,test,zero_obs,predicted_mean,0.024503228738916857,0.022692111058690175,-0.0018111176802266815,-7.3913429920776235,contextual_readout,descriptive
poisson,poisson_a3,poisson_a4,test,zero_obs,predicted_p95,0.06680432686947496,0.0728162211963015,0.006011894326826542,8.999258893174432,contextual_readout,descriptive
negative_binomial,negative_binomial_b3,negative_binomial_b4,validation,all,mean_poisson_deviance,0.2317820489315956,0.22558331654300148,-0.006198732388594114,-2.674379839667181,lower_is_better,marginal
negative_binomial,negative_binomial_b3,negative_binomial_b4,validation,all,mae,0.0643595892728809,0.06323254523377984,-0.0011270440391010494,-1.7511672337162512,lower_is_better,marginal
negative_binomial,negative_binomial_b3,negative_binomial_b4,validation,all,rmse,0.2035386115189457,0.2029807603749296,-0.0005578511440161027,-0.2740763238252596,lower_is_better,marginal
negative_binomial,negative_binomial_b3,negative_binomial_b4,validation,all,pearson_dispersion,1.3420712582134406,1.3562853614182122,0.014214103204771567,1.0591168775712638,lower_is_better,marginal
negative_binomial,negative_binomial_b3,negative_binomial_b4,validation,all,calibration_mean_abs_gap,0.0109119813235655,0.011347306208533527,0.00043532488496802677,3.9894210964960117,lower_is_better,marginal
negative_binomial,negative_binomial_b3,negative_binomial_b4,validation,all,calibration_max_abs_gap,0.0510908707819921,0.03791777946621576,-0.01317309131577634,-25.783650022303856,lower_is_better,marginal
