comparison_family,old_model,new_model,split,segment,metric,old_value,new_value,absolute_delta,relative_delta_pct,improvement_direction,improvement_label
negative_binomial,negative_binomial_b3,negative_binomial_b4,validation,positive_obs,mean_poisson_deviance,4.680227202967382,4.563822574374182,-0.11640462859319989,-2.4871576431032327,lower_is_better,marginal
negative_binomial,negative_binomial_b3,negative_binomial_b4,validation,positive_obs,mae,0.9863783401271184,0.9799890995058022,-0.0063892406213162944,-0.6477474576837209,lower_is_better,marginal
negative_binomial,negative_binomial_b3,negative_binomial_b4,validation,positive_obs,rmse,1.0218996399633136,1.0152210129034038,-0.006678627059909736,-0.6535501920863286,lower_is_better,marginal
negative_binomial,negative_binomial_b3,negative_binomial_b4,validation,positive_obs,predicted_mean,0.06767852238063006,0.07474605116081005,0.0070675287801799935,10.44279415621928,contextual_readout,descriptive
negative_binomial,negative_binomial_b3,negative_binomial_b4,validation,positive_obs,predicted_p95,0.19999753200178874,0.20979756704309938,0.009800035041310634,4.900077987573859,contextual_readout,descriptive
negative_binomial,negative_binomial_b3,negative_binomial_b4,validation,zero_obs,mean_poisson_deviance,0.055746040928320785,0.053908429190766,-0.001837611737554784,-3.296398644555972,lower_is_better,marginal
negative_binomial,negative_binomial_b3,negative_binomial_b4,validation,zero_obs,mae,0.027873020464160393,0.026954214595383,-0.000918805868777392,-3.296398644555972,lower_is_better,marginal
negative_binomial,negative_binomial_b3,negative_binomial_b4,validation,zero_obs,rmse,0.041745282809793595,0.04522507585696379,0.0034797930471701932,8.335775476777513,lower_is_better,marginal
negative_binomial,negative_binomial_b3,negative_binomial_b4,validation,zero_obs,predicted_mean,0.027873020464160393,0.026954214595383,-0.000918805868777392,-3.296398644555972,contextual_readout,descriptive
negative_binomial,negative_binomial_b3,negative_binomial_b4,validation,zero_obs,predicted_p95,0.07696211347611785,0.08846376819483633,0.011501654718718474,14.944567137293543,contextual_readout,descriptive
negative_binomial,negative_binomial_b3,negative_binomial_b4,test,all,mean_poisson_deviance,0.2924063918602866,0.28607163316691026,-0.006334758693376352,-2.166422783399049,lower_is_better,marginal
negative_binomial,negative_binomial_b3,negative_binomial_b4,test,all,mae,0.074995179403427,0.0735340606865105,-0.0014611187169164958,-1.9482835144064317,lower_is_better,marginal
negative_binomial,negative_binomial_b3,negative_binomial_b4,test,all,rmse,0.2363080852882976,0.23551888087656783,-0.000789204411729777,-0.33397266571177275,lower_is_better,marginal
negative_binomial,negative_binomial_b3,negative_binomial_b4,test,all,pearson_dispersion,1.8729345015299736,1.9337449294550058,0.06081042792503211,3.2467994943420035,lower_is_better,marginal
negative_binomial,negative_binomial_b3,negative_binomial_b4,test,all,calibration_mean_abs_gap,0.0272283520185941,0.028181830605507725,0.000953478586913626,3.501785882092682,lower_is_better,marginal
negative_binomial,negative_binomial_b3,negative_binomial_b4,test,all,calibration_max_abs_gap,0.1286138907822556,0.11408447102030501,-0.014529419761950588,-11.296928872596675,lower_is_better,marginal
negative_binomial,negative_binomial_b3,negative_binomial_b4,test,positive_obs,mean_poisson_deviance,4.742428428472137,4.666980292976497,-0.07544813549564022,-1.590917746753371,lower_is_better,marginal
negative_binomial,negative_binomial_b3,negative_binomial_b4,test,positive_obs,mae,0.9908538368601745,0.9862054631380384,-0.004648373722136112,-0.46912809429753194,lower_is_better,marginal
negative_binomial,negative_binomial_b3,negative_binomial_b4,test,positive_obs,rmse,1.0271154162081004,1.0220531378081008,-0.00506227839999962,-0.4928636373396589,lower_is_better,marginal
negative_binomial,negative_binomial_b3,negative_binomial_b4,test,positive_obs,predicted_mean,0.06781568449651812,0.07300791179179361,0.005192227295275492,7.656381165837939,contextual_readout,descriptive
negative_binomial,negative_binomial_b3,negative_binomial_b4,test,positive_obs,predicted_p95,0.2063800217823359,0.20922389661821586,0.0028438748358799726,1.3779797149548418,contextual_readout,descriptive
negative_binomial,negative_binomial_b3,negative_binomial_b4,test,zero_obs,mean_poisson_deviance,0.05035874927591447,0.047783237118487656,-0.0025755121574268167,-5.1143290777847605,lower_is_better,material
negative_binomial,negative_binomial_b3,negative_binomial_b4,test,zero_obs,mae,0.025179374637957237,0.023891618559243828,-0.0012877560787134083,-5.1143290777847605,lower_is_better,material
negative_binomial,negative_binomial_b3,negative_binomial_b4,test,zero_obs,rmse,0.03868680405125752,0.0408446443403459,0.0021578402890883794,5.577716593568651,lower_is_better,material
negative_binomial,negative_binomial_b3,negative_binomial_b4,test,zero_obs,predicted_mean,0.025179374637957237,0.023891618559243828,-0.0012877560787134083,-5.1143290777847605,contextual_readout,descriptive
negative_binomial,negative_binomial_b3,negative_binomial_b4,test,zero_obs,predicted_p95,0.06826911277532142,0.07759424777698011,0.009325135001658685,13.6593762868259,contextual_readout,descriptive
