rows_n,positive_rows_n,zero_rows_n,zero_rows_pct,target_mean,target_variance,predicted_mean,predicted_p50,predicted_p95,predicted_p99,mean_poisson_deviance,mae,rmse,calibration_bins_n,calibration_mean_abs_gap,calibration_max_abs_gap,fit_method,pearson_dispersion,alpha_estimate,overdispersion_flag,split
2385168,85888,2299280,96.39907964554278,0.03924293802365284,0.05316347601571976,0.039235449927988636,0.024816136732337263,0.10747140716871244,0.19838295832340658,0.23035550607948513,0.07199294287343294,0.21825426419708013,10,0.002319557536321044,0.0046516300218470905,sklearn.PoissonRegressor,1.0879866571431978,0.0,False,train
510060,19416,490644,96.19338901305728,0.040120770105477786,0.043914379799481144,0.02878256618578999,0.01690819268989549,0.08066554252116177,0.16414025382265574,0.23229839335143374,0.06381002204808929,0.20350851790282665,10,0.011338203919687801,0.05184517788039221,sklearn.PoissonRegressor,1.4106772822603515,0.0,False,validation
375408,19366,356042,94.84134594894088,0.05460725397434258,0.059499401434145525,0.026692999049691527,0.015139747829923212,0.074984564689511,0.16644561858646384,0.29408979124438867,0.07440069448929203,0.23628780152231552,10,0.02791419037155866,0.1292756468436259,sklearn.PoissonRegressor,1.9843910447118882,0.0,True,test
