rows_n,positive_rows_n,zero_rows_n,zero_rows_pct,target_mean,target_variance,predicted_mean,predicted_p50,predicted_p95,predicted_p99,mean_poisson_deviance,mae,rmse,calibration_bins_n,calibration_mean_abs_gap,calibration_max_abs_gap,fit_method,pearson_dispersion,alpha_estimate,overdispersion_flag,split
2385168,85888,2299280,96.39907964554278,0.03924293802365284,0.05316347601428837,0.039253131470940214,0.02218256340105434,0.12846201018790213,0.23958659922265615,0.22041258884216988,0.07125819901715685,0.22123602423768216,10,0.002013374073902395,0.008431411882040898,sklearn.PoissonRegressor,1.029876054900833,0.0,False,train
510060,19416,490644,96.19338901305728,0.040120770105477786,0.04391437979955594,0.02769382092446244,0.015604710067868658,0.09001911788870096,0.17600692276785718,0.2265880583399169,0.0623153901259291,0.20302308784019438,10,0.012426949181015346,0.0421540631264445,sklearn.PoissonRegressor,1.4490861563589548,0.0,False,validation
375408,19366,356042,94.84134594894088,0.05460725397434258,0.05949940143397577,0.025152430568303113,0.013747130574230224,0.08125334031187058,0.16976258688663176,0.28923883400438855,0.07253655859257857,0.23573821231465267,10,0.02945475436933977,0.1189417639515982,sklearn.PoissonRegressor,2.0947207930137846,0.0,True,test
