rows_n,positive_rows_n,zero_rows_n,zero_rows_pct,target_mean,target_variance,predicted_mean,predicted_p50,predicted_p95,predicted_p99,mean_poisson_deviance,mae,rmse,calibration_bins_n,calibration_mean_abs_gap,calibration_max_abs_gap,fit_method,pearson_dispersion,alpha_estimate,overdispersion_flag,split
2385168,85888,2299280,96.39907964554278,0.03924293802365284,0.05316347601571976,0.03927571777753421,0.025427591589964917,0.1077733713028883,0.20164523195747255,0.23047060526474417,0.07182744643580005,0.21539433012913534,10,0.0030397981290541188,0.005352650736024964,sklearn.PoissonRegressor,1.102973277903155,0.0,False,train
510060,19416,490644,96.19338901305728,0.040120770105477786,0.043914379799481144,0.0271251036646213,0.01618197751338612,0.07422509917569187,0.1540119774308124,0.23375196601653841,0.06247105429452591,0.20386751768658404,10,0.012995666440856488,0.05993409276029506,sklearn.PoissonRegressor,1.4932398642776017,0.0,False,validation
375408,19366,356042,94.84134594894088,0.05460725397434258,0.059499401434145525,0.02432861265106044,0.014063499750759503,0.06701508630008364,0.15034082899550844,0.2994259728556387,0.07270162625509693,0.23726400715758014,10,0.030278561215425038,0.14298391260332718,sklearn.PoissonRegressor,2.1665852125003524,0.0,True,test
