rows_n,positive_rows_n,zero_rows_n,zero_rows_pct,target_mean,target_variance,predicted_mean,predicted_p50,predicted_p95,predicted_p99,mean_poisson_deviance,mae,rmse,calibration_bins_n,calibration_mean_abs_gap,calibration_max_abs_gap,fit_method,pearson_dispersion,alpha_estimate,overdispersion_flag,split,converged
2385168,85888,2299280,96.39907964554278,0.03924293802365284,0.05316347601428837,0.03924079453690633,0.022187369494173038,0.12950096398476546,0.24059536873385737,0.22043553893362558,0.071302855275515,0.2217931954360713,10,0.0019507141907347057,0.008228706673628766,statsmodels.discrete.NegativeBinomial_mle,0.9932191306277756,0.8942244597236275,False,train,True
510060,19416,490644,96.19338901305728,0.040120770105477786,0.04391437979955594,0.028773463896944265,0.016215446378106884,0.0945555205576851,0.18215016942107282,0.22558331654300148,0.06323254523377984,0.2029807603749296,10,0.011347306208533527,0.03791777946621576,statsmodels.discrete.NegativeBinomial_mle,1.3562853614182122,0.8942244597236275,False,validation,True
375408,19366,356042,94.84134594894088,0.05460725397434258,0.05949940143397577,0.026425358209814825,0.0144820131240227,0.08647306948744565,0.1764821954794516,0.28607163316691026,0.0735340606865105,0.23551888087656783,10,0.028181830605507725,0.11408447102030501,statsmodels.discrete.NegativeBinomial_mle,1.9337449294550058,0.8942244597236275,True,test,True
