feature_name,feature_family,temporal_window,rows_n,missing_n,missing_pct,support_mean,support_p50,support_p95,support_max,value_mean_nonmissing,value_p50_nonmissing,value_p95_nonmissing,fallback_edge_bin_weekend_pct,fallback_edge_bin_pct,fallback_road_class_bin_weekend_pct,fallback_global_bin_weekend_pct,fallback_unresolved_pct,usability_status
prior_context_observation_n,context_support,all_prior_years,3270636,86628,2.6486591598698235,787.3437465985209,345.0,3549.0,6957.0,787.3437465985209,345.0,3549.0,3.929602682780964,3.2145124067612536,90.00264780305727,0.20457794753069433,2.6486591598698235,usable_now
prior_context_observation_n_recent_3y,context_support,recent_3y,3270636,86628,2.6486591598698235,548.9955913773346,274.0,2366.0,3686.0,548.9955913773346,274.0,2366.0,3.1344668131825126,2.7171167931864018,91.29514871113753,0.20460852262373436,2.6486591598698235,usable_now
prior_mean_intensity_context,contextual_mean,all_prior_years,3270636,86628,2.6486591598698235,788.2295908196448,347.0,3552.0,6957.0,1673.1878152952302,1513.0653846153846,3389.0188679245284,3.9324461664336847,3.216622088181014,89.99769463798478,0.20457794753069433,2.6486591598698235,usable_now
prior_mean_occupacion_context,contextual_mean,all_prior_years,3270636,86628,2.6486591598698235,787.3437465985209,345.0,3549.0,6957.0,6.689176965254544,6.0815179198875615,12.251199548405305,3.929602682780964,3.2145124067612536,90.00264780305727,0.20457794753069433,2.6486591598698235,usable_now
prior_mean_intensity_context_recent_3y,contextual_mean,recent_3y,3270636,86628,2.6486591598698235,549.4939485775856,275.0,2368.0,3686.0,1633.8987358393913,1474.0739130434783,3345.8924731182797,3.136576494602273,2.718859573489682,91.29129624941449,0.20460852262373436,2.6486591598698235,usable_now
prior_mean_occupacion_context_recent_3y,contextual_mean,recent_3y,3270636,86628,2.6486591598698235,548.9955913773346,274.0,2366.0,3686.0,6.540235580489271,6.060551558752998,12.251199548405307,3.1344668131825126,2.7171167931864018,91.29514871113753,0.20460852262373436,2.6486591598698235,usable_now
prior_dynamic_context_signal,contextual_signal,all_prior_years,3270636,86628,2.6486591598698235,787.3437465985209,345.0,3549.0,6957.0,50.00150753390065,48.420918041171205,91.88801834511753,3.929602682780964,3.2145124067612536,90.00264780305727,0.20457794753069433,2.6486591598698235,usable_now
prior_dynamic_context_signal_recent_3y,contextual_signal,recent_3y,3270636,86628,2.6486591598698235,548.9955913773346,274.0,2366.0,3686.0,50.00150753390064,47.86988696842212,91.83927886459531,3.1344668131825126,2.7171167931864018,91.29514871113753,0.20460852262373436,2.6486591598698235,usable_now
