parameter,parameter_type,coefficient,exp_coefficient,absolute_coefficient,rank_by_absolute_value
alpha,dispersion,1.1048209247547707,,1.1048209247547707,3
is_weekend_int,feature,-1.1502713855021722,0.31655085040949776,1.1502713855021722,2
log1p_edge_accident_count_prior_total,feature,0.6156719005268554,1.8508998024096268,0.6156719005268554,4
hour_sin,feature,-0.532374707922942,0.5872088631221085,0.532374707922942,5
hour_cos,feature,-0.3725364048198211,0.6889845687422314,0.3725364048198211,6
log1p_edge_bin_accident_count_prior,feature,0.3218231310758443,1.3796407388033947,0.3218231310758443,7
analysis_year_offset,feature,-0.15026595331743847,0.8604790987201233,0.15026595331743847,8
log_edge_length_m,feature,0.06346403717359228,1.0655211659597008,0.06346403717359228,9
intercept,intercept,-2.8382589259116315,0.058527477983022054,2.8382589259116315,1
