rows_n,positive_rows_n,zero_rows_n,zero_rows_pct,target_mean,target_variance,predicted_mean,predicted_p50,predicted_p95,predicted_p99,mean_poisson_deviance,mae,rmse,calibration_bins_n,calibration_mean_abs_gap,calibration_max_abs_gap,fit_method,pearson_dispersion,alpha_estimate,overdispersion_flag,split,converged
2385168,85888,2299280,96.39907964554278,0.03924293802365284,0.05316347601571976,0.03909715187084599,0.02484490094235489,0.10714147487399345,0.1975677981805917,0.23036745471596623,0.07198289991808642,0.2189306355018232,10,0.002650281249570491,0.004477651936070852,statsmodels.discrete.NegativeBinomial_mle,1.048396353031042,1.0095086494380527,False,train,True
510060,19416,490644,96.19338901305728,0.040120770105477786,0.043914379799481144,0.029388261073520466,0.017399607101132624,0.08234500623342463,0.16599360351674683,0.2317820489315956,0.06435958927288095,0.2035386115189457,10,0.010911981323565518,0.05109087078199219,statsmodels.discrete.NegativeBinomial_mle,1.3420712582134406,1.0095086494380527,False,validation,True
375408,19366,356042,94.84134594894088,0.05460725397434258,0.059499401434145525,0.027378834363698062,0.015644442751670786,0.07717259481069412,0.16877902617488602,0.29240639186028666,0.074995179403427,0.2363080852882976,10,0.027228352018594117,0.1286138907822556,statsmodels.discrete.NegativeBinomial_mle,1.8729345015299739,1.0095086494380527,True,test,True
