rows_n,positive_rows_n,zero_rows_n,zero_rows_pct,target_mean,target_variance,predicted_mean,predicted_p50,predicted_p95,predicted_p99,mean_poisson_deviance,mae,rmse,pearson_dispersion,calibration_bins_n,calibration_mean_abs_gap,calibration_max_abs_gap,split,fit_method,alpha_estimate,overdispersion_flag,converged
2385168,85888,2299280,96.39907964554278,0.03924293802365284,0.05316347601571976,0.039089895840642055,0.025677978027788206,0.10910215225167913,0.1986003428865781,0.23146299137650259,0.07222955557021778,0.2208226254491933,1.0571235443465774,10,0.002676035165605402,0.004823571514155231,train,statsmodels.discrete.NegativeBinomial_mle,1.1048209247547707,False,True
510060,19416,490644,96.19338901305728,0.040120770105477786,0.043914379799481144,0.02842650415307559,0.01560901731310071,0.08302713274261378,0.178775384776183,0.23198682871348636,0.06332220222813599,0.20418476151304765,1.4220530719473607,10,0.011694265952402198,0.05184750865254627,validation,statsmodels.discrete.NegativeBinomial_mle,1.1048209247547707,False,True
375408,19366,356042,94.84134594894088,0.05460725397434258,0.059499401434145525,0.02578197854472181,0.013382416512184636,0.07700474978253426,0.1824595673304189,0.29385820012678326,0.07335473168004708,0.23686660106057048,2.0429949757748505,10,0.0288252011979641,0.13497575694920871,test,statsmodels.discrete.NegativeBinomial_mle,1.1048209247547707,True,True
