sensor_id,accident_rows,years_present_n,first_year,last_year,top_distrito,top_temporal_bin_4h,cumulative_missing_rows,cumulative_missing_rows_pct,missing_sensor_rank,tipo_elem,distrito_sensor,sensor_name,latitud,longitud,in_official_sensor_locations
11338,15,5,2017,2023,chamartÃ­n,04_07,15288,94.31,228,URB,5,Av.Burgos S-N(Carril Bus)(Av.San Luis -Pastora Imperio),40.481895880383,-3.67587719510275,TRUE
11355,15,5,2020,2024,fuencarral-el pardo,16_19,15303,94.4,229,URB,8,CCTV - SANTUARIO DE VALVERDE ENTRE (MONASTERIO DE OSEIRA Y MONASTERIO DE POYO),40.5082287588188,-3.69636530015439,TRUE
3483,14,3,2020,2022,villaverde,12_15,15317,94.49,230,URB,17,(MICRO) LAGUNA MARQUESADO E-O(GIRO A SAN EZEQUIEL),40.3337173913888,-3.71254249201274,TRUE
4468,14,6,2019,2024,chamartÃ­n,16_19,15331,94.58,231,URB,7,(MICRO) Pl. San Juan de la Cruz E-O(Delante G.14) (P.M.6),40.4412791611335,-3.69243560005596,TRUE
7096,14,6,2018,2024,centro,12_15,15345,94.66,232,,,,,,FALSE
10496,14,8,2017,2024,carabanchel,12_15,15359,94.75,233,URB,11,PARAGUAYA E-O Ø1(RONDA DON BOSCO-CONSUELO GUZMAN),40.3751254305869,-3.75354921813646,TRUE
11370,14,6,2016,2024,fuencarral-el pardo,12_15,15373,94.84,234,M30,5,PM33153,40.4813637987428,-3.68494200046874,TRUE
4398,13,7,2016,2024,chamberÃ­,08_11,15386,94.92,235,URB,1,(MICRO) Gta. Ruiz Gimenez E-O(Delante G. 5),40.4295281590273,-3.70549482225508,TRUE
4467,13,6,2016,2022,chamartÃ­n,08_11,15399,95,236,URB,7,(MICRO) Pl. San Juan de la Cruz S-O(Delante G.13) (P.M.5),40.4411225308386,-3.69206704480718,TRUE
4482,13,5,2017,2024,moncloa-aravaca,00_03,15412,95.08,237,,,,,,FALSE
6985,13,3,2016,2021,vicalvaro,16_19,15425,95.16,238,URB,19,Bulevar José Prat - Cordel de Pavones-Bulevar Indalecio Prieto,40.3975804768679,-3.6212035514716,TRUE
3904,12,5,2017,2023,retiro,12_15,15437,95.23,239,,,,,,FALSE
4685,12,4,2016,2023,salamanca,12_15,15449,95.31,240,,,,,,FALSE
5026,12,6,2016,2024,moncloa-aravaca,16_19,15461,95.38,241,,,,,,FALSE
5445,12,3,2020,2024,fuencarral-el pardo,12_15,15473,95.45,242,,,,,,FALSE
6047,12,4,2016,2024,hortaleza,12_15,15485,95.53,243,,,,,,FALSE
6328,12,4,2016,2023,hortaleza,16_19,15497,95.6,244,,,,,,FALSE
7040,12,4,2016,2019,ciudad lineal,00_03,15509,95.68,245,,,,,,FALSE
10010,12,4,2016,2024,ciudad lineal,12_15,15521,95.75,246,URB,15,Av. San Luis - Golfo de Salonica-Arturo Soria,40.4758247699944,-3.66817983660544,TRUE
10020,12,7,2016,2022,tetuÃ¡n,08_11,15533,95.82,247,,,,,,FALSE
10769,12,5,2016,2023,hortaleza,16_19,15545,95.9,248,URB,16,Niceto Alcalá Zamora - Maria Tudor - Isabel de Valois,40.4980365462197,-3.65512793882999,TRUE
3662,11,3,2019,2024,chamartÃ­n,16_19,15556,95.97,249,,,,,,FALSE
4584,11,5,2016,2023,fuencarral-el pardo,20_23,15567,96.03,250,,,,,,FALSE
4736,11,3,2020,2023,fuencarral-el pardo,16_19,15578,96.1,251,,,,,,FALSE
5448,11,2,2022,2023,fuencarral-el pardo,16_19,15589,96.17,252,,,,,,FALSE
6058,11,5,2019,2024,san blas-canillejas,16_19,15600,96.24,253,,,,,,FALSE
7065,11,3,2022,2024,chamberÃ­,12_15,15611,96.3,254,URB,9,(MICRO) PRINCESA N-S(DELANTE G. 1 FRENTE G. 2),40.4287818094347,-3.71497435484218,TRUE
10359,11,4,2019,2023,fuencarral-el pardo,08_11,15622,96.37,255,URB,8,(MICRO)ACCESO M-40 O-E(PROX. GR-14),40.5118289815665,-3.66693609819684,TRUE
11357,11,5,2017,2024,fuencarral-el pardo,08_11,15633,96.44,256,URB,8,MONASTERIO DEL ESCORIAL ENTRE MONASTERIO DE POYO Y MONASTERIO DE LIEBANA,40.5082708628218,-3.69458417575312,TRUE
4494,10,6,2017,2024,moncloa-aravaca,12_15,15643,96.5,257,,,,,,FALSE
6504,10,4,2020,2024,hortaleza,12_15,15653,96.56,258,,,,,,FALSE
7091,10,4,2019,2024,salamanca,20_23,15663,96.63,259,URB,3,(MICRO) PL. CIBELES S-N (DELANTE G.12 )(GIRO IZQDA),40.4193216270748,-3.69285094334173,TRUE
7132,10,3,2019,2024,salamanca,16_19,15673,96.69,260,,,,,,FALSE
9873,10,4,2019,2024,hortaleza,08_11,15683,96.75,261,,,,,,FALSE
9954,10,3,2021,2024,moratalaz,16_19,15693,96.81,262,URB,14,Doctor García Tapia - Arroyo Media Legua-Félix Rodriguez,40.4130633806828,-3.65608785505167,TRUE
10007,10,4,2016,2023,san blas-canillejas,16_19,15703,96.87,263,URB,20,Alcalá - Alfonso Gómez-Tampico,40.4397056579157,-3.63148507668845,TRUE
10074,10,4,2019,2023,fuencarral-el pardo,20_23,15713,96.93,264,URB,8,(MICRO)ACCESO M-40 (DELANTE GRUPO 13),40.4961639828342,-3.71981260720498,TRUE
10392,10,4,2019,2024,latina,12_15,15723,97,265,URB,10,(MICRO)AV. POBLADOS E-O(DELANTE GR-1),40.3917738565353,-3.76900755853505,TRUE
11053,10,5,2019,2024,villaverde,16_19,15733,97.06,266,URB,17,(MICRO)EDUARDO BARREIROS S-N(GIRO PEUGEOT),40.3586929170217,-3.70256302985527,TRUE
11359,10,5,2016,2024,fuencarral-el pardo,16_19,15743,97.12,267,URB,8,MONASTERIO DE SILOS ENTRE MONASTERIO DE POYO Y MONASTERIO DE SOBRADO,40.5086675689742,-3.69282210081272,TRUE
11360,10,3,2020,2023,fuencarral-el pardo,08_11,15753,97.18,268,URB,8,MONASTERIO DE POYO ENTRE MONASTERIO DE SUSO Y YUSO Y MONASTERIO DE SILOS,40.507867232461,-3.6930137774407,TRUE
3547,9,4,2019,2024,chamartÃ­n,16_19,15762,97.24,269,,,,,,FALSE
3863,9,3,2021,2023,retiro,08_11,15771,97.29,270,,,,,,FALSE
4063,9,3,2019,2024,retiro,00_03,15780,97.35,271,,,,,,FALSE
4493,9,3,2016,2021,moncloa-aravaca,08_11,15789,97.4,272,,,,,,FALSE
5412,9,4,2021,2024,moncloa-aravaca,16_19,15798,97.46,273,URB,9,(MICRO) AV.COMPLUTENSE O-E(INTERNO GIRO G.12)(P.M.1),40.4480767672266,-3.7279905548688,TRUE
6709,9,3,2016,2021,fuencarral-el pardo,20_23,15807,97.51,274,M30,8,PM23119,40.4835323392304,-3.68856975330544,TRUE
9871,9,2,2019,2024,hortaleza,20_23,15816,97.57,275,URB,16,Príncipe Carlos - Vicente Blasco Ibáñez-Americo Castro,40.4934948200484,-3.65572794700611,TRUE
10072,9,4,2019,2024,fuencarral-el pardo,12_15,15825,97.62,276,URB,8,(MICRO)ARROYO DEL MONTE (DELANTE GRUPO 1),40.4953618244449,-3.71983989110553,TRUE
11161,9,4,2019,2023,hortaleza,08_11,15834,97.68,277,URB,16,Ana de Austria - Princes Éboli-Francisco Pi y Margall,40.4910792237089,-3.65999216381413,TRUE
5276,8,4,2019,2024,arganzuela,16_19,15842,97.73,278,,,,,,FALSE
5758,8,3,2021,2023,tetuÃ¡n,16_19,15850,97.78,279,,,,,,FALSE
6193,8,3,2017,2023,ciudad lineal,04_07,15858,97.83,280,,,,,,FALSE
9921,8,4,2016,2021,moratalaz,12_15,15866,97.88,281,URB,14,Camino Vinateros - Corregidor Diego Valderrabano-Manuel Machado,40.4107179092106,-3.65869379661904,TRUE
9945,8,3,2019,2024,moratalaz,12_15,15874,97.93,282,URB,14,Camino Vinateros - Arroyo Media Legua-Arroyo Belincoso,40.4105607604709,-3.65368448373679,TRUE
11356,8,4,2017,2023,fuencarral-el pardo,12_15,15882,97.98,283,URB,8,MONASTERIO DEL ESCORIAL ENTRE MONASTERIO DE SOBRADO Y MONASTERIO DE POYO,40.5092405082196,-3.69378654986081,TRUE
3989,7,4,2017,2024,chamartÃ­n,12_15,15889,98.02,284,,,,,,FALSE
4072,7,5,2016,2024,salamanca,08_11,15896,98.06,285,,,,,,FALSE
5278,7,4,2019,2024,carabanchel,20_23,15903,98.11,286,,,,,,FALSE
6181,7,2,2021,2022,ciudad lineal,04_07,15910,98.15,287,,,,,,FALSE
7103,7,3,2019,2022,centro,16_19,15917,98.19,288,,,,,,FALSE
10009,7,3,2019,2024,ciudad lineal,16_19,15924,98.24,289,URB,15,Arturo Soria - Eladio López Vilches-Av. San Luis,40.4753545485715,-3.66821823194778,TRUE
10162,7,5,2017,2024,puente de vallecas,16_19,15931,98.28,290,URB,13,Av. Entrevías - Benemeji-La Mancha,40.3810542961472,-3.66806533865411,TRUE
10163,7,2,2019,2022,puente de vallecas,12_15,15938,98.32,291,URB,13,Av. Entrevías - Calero Pita-Hernández Más,40.382802912424,-3.66944181100064,TRUE
11369,7,4,2020,2024,fuencarral-el pardo,12_15,15945,98.37,292,M30,8,PM43153,40.4811121496604,-3.68552371215343,TRUE
3554,6,3,2018,2024,fuencarral-el pardo,20_23,15951,98.4,293,,,,,,FALSE
3889,6,2,2022,2023,retiro,08_11,15957,98.44,294,URB,3,(MICRO) PL. CONDE CASAL (ANTES DEL GRUPO 15),40.4065955033421,-3.66975102210792,TRUE
3984,6,3,2019,2021,chamartÃ­n,12_15,15963,98.48,295,,,,,,FALSE
4279,6,5,2018,2024,centro,16_19,15969,98.51,296,URB,1,BAILEN N-S (GIRO IZQDA. A MAYOR),40.4152671798717,-3.71349381679639,TRUE
6662,6,2,2019,2023,ciudad lineal,08_11,15975,98.55,297,,,,,,FALSE
6776,6,2,2022,2023,fuencarral-el pardo,16_19,15981,98.59,298,,,,,,FALSE
6992,6,3,2021,2024,villa de vallecas,20_23,15987,98.62,299,,,,,,FALSE
7000,6,1,2021,2021,villaverde,04_07,15993,98.66,300,URB,17,(MICRO)PSO. FERROVIARIOS Ø3 (GIRO SENTIDO ALBERTO PALACIOS),40.3431094298635,-3.71782680757819,TRUE
9951,6,3,2019,2024,moratalaz,00_03,15999,98.7,301,URB,14,Arroyo Media Legua - García Tapia-Acceso O´Donnell,40.4133799414521,-3.65276537714123,TRUE
10001,6,3,2017,2024,barajas,20_23,16005,98.74,302,,,,,,FALSE
10005,6,3,2020,2023,ciudad lineal,12_15,16011,98.77,303,,,,,,FALSE
10024,6,3,2019,2024,retiro,00_03,16017,98.81,304,URB,3,(MICRO) PL. CONDE CASAL (DELANTE DEL GRUPO 12),40.4064609223996,-3.6698175605238,TRUE
10763,6,2,2019,2024,hortaleza,16_19,16023,98.85,305,URB,16,Ana de Austria - Isabel Clara Eugenia - Niceto Alcalá Zamora,40.4961478564141,-3.65525384031571,TRUE
11162,6,3,2020,2023,hortaleza,08_11,16029,98.88,306,URB,16,"Av. Francisco Pi y Margall, 78 - Americo Castro-Ana de Austria",40.4918454908803,-3.66018619226215,TRUE
11321,6,2,2022,2023,retiro,08_11,16035,98.92,307,,,,,,FALSE
11363,6,3,2019,2022,fuencarral-el pardo,16_19,16041,98.96,308,M30,8,PM43014,40.4863500282321,-3.69615485245026,TRUE
3721,5,2,2020,2022,chamartÃ­n,16_19,16046,98.99,309,,,,,,FALSE
3983,5,2,2023,2024,chamartÃ­n,12_15,16051,99.02,310,,,,,,FALSE
3987,5,3,2017,2024,chamartÃ­n,08_11,16056,99.05,311,,,,,,FALSE
4273,5,2,2023,2024,salamanca,08_11,16061,99.08,312,,,,,,FALSE
4288,5,3,2016,2018,centro,00_03,16066,99.11,313,,,,,,FALSE
5273,5,3,2021,2023,latina,12_15,16071,99.14,314,URB,10,(MICRO)CTRA.AL Bº FORTUNA E-O (INTERNO),40.3641467498044,-3.77767238903959,TRUE
5471,5,3,2016,2019,chamartin,12_15,16076,99.17,315,URB,5,Concha Espina E-O - Pl.Sagrados Corazones-PºCastellana,40.4518901448308,-3.68661523161864,TRUE
5954,5,2,2019,2021,san blas-canillejas,12_15,16081,99.2,316,,,,,,FALSE
6346,5,1,2023,2023,hortaleza,12_15,16086,99.24,317,URB,16,Av. Logroño - Luis de la Mata-Isla de Cuba,40.4498580985115,-3.61067136248262,TRUE
6993,5,3,2019,2022,villa de vallecas,20_23,16091,99.27,318,,,,,,FALSE
7106,5,2,2020,2021,moncloa-aravaca,16_19,16096,99.3,319,,,,,,FALSE
9872,5,2,2018,2019,hortaleza,12_15,16101,99.33,320,URB,16,Ana de Austria - Isabel Clara Eugenia-Príncipe Carlos,40.4953842724578,-3.65634641888666,TRUE
11169,5,3,2019,2023,hortaleza,20_23,16106,99.36,321,URB,16,Av. Fuerzas Armadas - Rocio Jurado y Buenos Aires,40.4855196255207,-3.63782702146631,TRUE
11353,5,3,2019,2022,fuencarral-el pardo,08_11,16111,99.39,322,URB,8,CCTV - MONASTERIO DE POYO ENTRE (MONASTERIO DEL ESCORIAL Y SANTUARIO VALVERDE),40.5088873025543,-3.69516026966584,TRUE
4336,4,3,2020,2024,moncloa-aravaca,00_03,16115,99.41,323,,,,,,FALSE
4478,4,3,2017,2024,moncloa-aravaca,12_15,16119,99.44,324,,,,,,FALSE
6046,4,2,2018,2023,ciudad lineal,08_11,16123,99.46,325,,,,,,FALSE
7026,4,2,2017,2018,salamanca,08_11,16127,99.49,326,URB,4,(MICRO) Pº Recoletos N-S - Pl. Colon-Bárbara Braganza,40.424210771059,-3.69074248190305,TRUE
7035,4,2,2019,2024,retiro,08_11,16131,99.51,327,URB,3,(MICRO) INTERIOR DR. ESQUERDO N-S(DELANTE GRUPO1),40.4179024860016,-3.66934058553036,TRUE
7079,4,2,2019,2020,arganzuela,12_15,16135,99.54,328,,,,,,FALSE
7118,4,3,2017,2022,arganzuela,16_19,16139,99.56,329,other,2,14NC71PM01,40.3973675256122,-3.71023875822992,TRUE
9946,4,2,2020,2023,moratalaz,20_23,16143,99.59,330,URB,14,Camino Vinateros - Arroyo Belincoso-Arroyo Media Legua,40.4106673763125,-3.65396956576749,TRUE
10002,4,2,2016,2022,barajas,00_03,16147,99.61,331,,,,,,FALSE
11163,4,2,2022,2023,hortaleza,12_15,16151,99.64,332,URB,16,Acceso Plz Moreno Torres (Parada BUS) - Octavio Paz-Plz Moreno Torres,40.4893204110336,-3.65741584316947,TRUE
3429,3,2,2022,2024,puente de vallecas,20_23,16154,99.65,333,,,,,,FALSE
3550,3,2,2018,2022,carabanchel,08_11,16157,99.67,334,,,,,,FALSE
3555,3,2,2020,2024,fuencarral-el pardo,20_23,16160,99.69,335,,,,,,FALSE
3990,3,3,2017,2024,chamartÃ­n,20_23,16163,99.71,336,,,,,,FALSE
4275,3,3,2019,2024,centro,12_15,16166,99.73,337,,,,,,FALSE
4911,3,1,2017,2017,latina,12_15,16169,99.75,338,,,,,,FALSE
5066,3,1,2024,2024,carabanchel,08_11,16172,99.77,339,,,,,,FALSE
6576,3,3,2017,2024,fuencarral-el pardo,12_15,16175,99.78,340,,,,,,FALSE
6708,3,1,2023,2023,fuencarral-el pardo,16_19,16178,99.8,341,,,,,,FALSE
6958,3,1,2019,2019,fuencarral-el pardo,08_11,16181,99.82,342,,,,,,FALSE
9869,3,2,2020,2024,hortaleza,16_19,16184,99.84,343,URB,16,Príncipe Carlos - Octavio Paz-Luis Jimenez de Asua,40.4924620294291,-3.65441460503573,TRUE
6049,2,1,2017,2017,ciudad lineal,04_07,16186,99.85,344,,,,,,FALSE
6051,2,1,2023,2023,ciudad lineal,00_03,16188,99.86,345,,,,,,FALSE
6247,2,1,2023,2023,hortaleza,12_15,16190,99.88,346,,,,,,FALSE
6818,2,1,2022,2022,fuencarral-el pardo,08_11,16192,99.89,347,M30,5,PM13188,40.4838215356697,-3.67755473429429,TRUE
7036,2,1,2017,2017,retiro,16_19,16194,99.9,348,URB,3,Dr. Esquerdo S-N - Vaderribas-Garibay(Giro a Cavanilles),40.4034846310015,-3.67273987131569,TRUE
9984,2,1,2017,2017,ciudad lineal,12_15,16196,99.91,349,URB,15,Cta. Sagrados Corazones  - Sta. María Magdalena-Arturo Soria,40.4667248261432,-3.66742727283946,TRUE
10004,2,1,2022,2022,ciudad lineal,00_03,16198,99.93,350,,,,,,FALSE
10411,2,1,2017,2017,hortaleza,12_15,16200,99.94,351,URB,16,Av. Niceto Alcalá Zamora - María Tudor-Isabel de Valois,40.4984686106591,-3.65592548503911,TRUE
11361,2,1,2019,2019,fuencarral-el pardo,20_23,16202,99.95,352,URB,8,MONASTERIO DE POYO ENTRE MONASTERIO DEL ESCORIAL Y MONASTERIO DE SILOS,40.5081943192735,-3.69373771421627,TRUE
3604,1,1,2023,2023,chamartÃ­n,16_19,16203,99.96,353,URB,5,(TACTICO) Pl. Cataluña S-N - Extensiones Grupo 7,40.4487934912412,-3.67754754828595,TRUE
4335,1,1,2022,2022,centro,12_15,16204,99.96,354,,,,,,FALSE
4613,1,1,2018,2018,chamartin,08_11,16205,99.97,355,,,,,,FALSE
4905,1,1,2023,2023,latina,04_07,16206,99.98,356,,,,,,FALSE
6008,1,1,2024,2024,san blas-canillejas,00_03,16207,99.98,357,,,,,,FALSE
7032,1,1,2016,2016,centro,00_03,16208,99.99,358,URB,4,(MICRO) Pl. Colón (giro izq. a Genova) (Antes Gr. 10),40.4252285841949,-3.69005690467226,TRUE
9863,1,1,2024,2024,villa de vallecas,16_19,16209,99.99,359,URB,18,Av. Entrepeñas - Av. Entrepeñas-Av. Suertes,40.3703225828856,-3.60676932150649,TRUE
10534,1,1,2021,2021,fuencarral-el pardo,16_19,16210,100,360,URB,8,GLORIA FUERTES O-E (IRENE CABA ALBA- IRENE CABA ALBA),40.4887176530112,-3.73360555063675,TRUE
