model_spec,split,scope,n_rows,target_mean,target_variance,zero_pct,mean_poisson_deviance,mae,rmse,pearson_dispersion,calibration_mean_abs_gap_decile,mean_poisson_deviance_base,mae_base,rmse_base,pearson_dispersion_base,calibration_gap_base,delta_mean_poisson_deviance,delta_mae,delta_rmse,delta_pearson_dispersion,delta_calibration_gap,traffic_block_description,includes_traffic,includes_support_quality,includes_vmed,uses_transformed_traffic
traffic_A_core,test,positive_only,1933,1.00931195033626,0.0113004062598071,0,5.86883435617526,0.983598859979318,0.989301894983031,2044.15492013443,0.983601235926466,5.93244283751385,0.984523466757662,0.990230621858093,2121.10376535806,0.984529032355958,-0.0636084813385924,-0.000924606778343717,-0.000928726875061514,-76.9488452236269,-0.00092779642949159,Covered flag + intensidad + ocupacion.,TRUE,FALSE,FALSE,FALSE
traffic_A_core,test,zero_only,72671,0,0,100,0.0304749658590294,0.0152374829295147,0.0195062734199903,0.0152374829295147,0.0152375467805967,0.0295574075327,0.01477870376635,0.0188210139789927,0.01477870376635,0.0147787634905142,0.000917558326329389,0.000458779163164695,0.000685259440997618,0.000458779163164691,0.000458783290082501,Covered flag + intensidad + ocupacion.,TRUE,FALSE,FALSE,FALSE
traffic_B_core_support,train,overall,149208,0.0230148517505764,0.0227936155749296,97.7139,0.160506609378999,0.0442707804740321,0.149763794678856,1.0247483719022,0.00281702167872995,0.161049996606558,0.0443191118631956,0.149850700181895,1.02414019923208,0.0029123719388742,-0.000543387227558839,-4.83313891634085e-05,-8.69055030390531e-05,0.000608172670119922,-9.53502601442431e-05,Core traffic + support/quality block.,TRUE,TRUE,FALSE,FALSE
traffic_B_core_support,train,covered_only,135237,0.0233220198614285,0.0230888398751594,97.6833,0.162428882650987,0.0448507466793785,0.150748269039591,1.02680810459762,0.00259594769306775,0.162871518618636,0.0446442334017191,0.150830068350502,1.04271751456482,0.00297594617619647,-0.000442635967648652,0.000206513277659401,-8.17993109104021e-05,-0.0159094099672017,-0.000379998483128718,Core traffic + support/quality block.,TRUE,TRUE,FALSE,FALSE
traffic_B_core_support,train,positive_only,3411,1.0067428906479,0.00669938812759478,0,5.084525216965,0.968272437523419,0.971864001423398,43.8574839478765,0.968271808637251,5.10618053550114,0.969329521942322,0.972904263546096,43.8298234545536,0.969329153449218,-0.0216553185361388,-0.00105708441890295,-0.00104026212269814,0.0276604933229763,-0.0010573448119664,Core traffic + support/quality block.,TRUE,TRUE,FALSE,FALSE
traffic_B_core_support,train,zero_only,145797,0,0,100,0.0453065197305432,0.0226532598652716,0.0292640987731415,0.0226532598652716,0.0226532602440707,0.0453559818588643,0.0226779909294322,0.0289085456143068,0.0226779909294322,0.0226779942731727,-4.94621283210969e-05,-2.47310641605485e-05,0.000355553158834704,-2.47310641605485e-05,-2.47340291020352e-05,Core traffic + support/quality block.,TRUE,TRUE,FALSE,FALSE
traffic_B_core_support,validation,overall,74604,0.0216074205136454,0.0218110376007936,97.8674,0.154589324254077,0.0373113490113117,0.146718759656066,1.27146921743907,0.00472080244609556,0.155532483827395,0.037090893765367,0.146838541020533,1.29647924383682,0.00498348408318944,-0.000943159573318947,0.000220455245944745,-0.000119781364466665,-0.0250100263977457,-0.000262681637093878,Core traffic + support/quality block.,TRUE,TRUE,FALSE,FALSE
traffic_B_core_support,validation,covered_only,67249,0.0220821127451709,0.0223383306949414,97.823,0.156930286984708,0.0380295608540333,0.148460937135804,1.25477397944187,0.00510491402276248,0.157889877834427,0.0375852945566837,0.148582971788623,1.30717228914798,0.00540583390146053,-0.000959590849719944,0.000444266297349574,-0.000122034652819153,-0.0523983097061112,-0.000300919878698059,Core traffic + support/quality block.,TRUE,TRUE,FALSE,FALSE
traffic_B_core_support,validation,positive_only,1591,1.01319924575739,0.0180646640497452,0,5.71986157514932,0.985062722404538,0.994069100994023,58.8562843541989,0.985064218888693,5.78755825308859,0.986460664408488,0.995505955233076,60.0407714555654,0.986462712319066,-0.0676966779392707,-0.00139794200395027,-0.00143685423905371,-1.18448710136655,-0.00139849343037313,Core traffic + support/quality block.,TRUE,TRUE,FALSE,FALSE
traffic_B_core_support,validation,zero_only,73013,0,0,100,0.0333184800047739,0.016659240002387,0.0215066965525731,0.0166592400023869,0.0166593885809752,0.032807037689111,0.0164035188445555,0.0208847639673523,0.0164035188445555,0.0164036623550818,0.000511442315662872,0.000255721157831436,0.000621932585220798,0.000255721157831432,0.000255726225893371,Core traffic + support/quality block.,TRUE,TRUE,FALSE,FALSE
